abstract_sku,old_sku,concrete_sku,name.de_DE,attribute_key_1,value_1,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,icecat_pdp_url,description.de_DE,is_searchable.de_DE,icecat_license,bundled,is_quantity_splittable
123,29866607,123_29866607,HP EliteDesk 800 G2,total_storage_capacity,128 GB,,,,,//icecat.de/en/p/hp/t4j17et/pcs-workstations-800+G2+SFF-29866607.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
123,30610368,123_30610368,HP EliteDesk 800 G2,total_storage_capacity,500 GB,,,,,//icecat.de/en/p/hp/v1e82et/pcs-workstations-800+G2+MT-30610368.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
123,29866603,123_29866603,HP EliteDesk 800 G2,total_storage_capacity,1000 GB,,,,,//icecat.de/en/p/hp/p1g93et/pcs-workstations-800+G2-29866603.html,"Erfüllt jede Anforderung Mit dem leistungsstarken HP EliteDesk 800 SFF erhalten Sie erstklassige Produktivität, branchenführende Zuverlässigkeit, Sicherheit und Verwaltbarkeit sowie ein einzigartiges Lösungsportfolio in einem kompakten, platzsparenden Design. - Schützen Sie Ihren PC und sorgen Sie für kontinuierlichen Betrieb mit verschiedenen Sicherheitslösungen, die Sicherheitslücken verhindern, darunter HP BIOSphere mit Sure Start. Erweitern Sie die Lebensdauer Ihrer Investitionen mit einem werkzeugfreien Gehäuse und einer Reihe von Erweiterungssteckplätzen, Einschüben und Anschlüssen für Ihre anspruchsvollsten Geschäftsanforderungen. Genießen Sie die Sicherheit eines PCs, der 120.000 Stunden im HP Total Test Process durchlaufen hat und die MIL-STD-Teststandards erfüllt. Erhöhen Sie die Zuverlässigkeit in staubigen Umgebungen mit dem optionalen Staubfilter.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
124,31623088,124_31623088,HP ProDesk 400 G3,total_storage_capacity,128 GB,,,,,//icecat.de/en/p/hp/t4r73ea-abd-cp/pcs-workstations-400+G3+SFF-31623088.html,"Neue leistungsstarke Prozessoren Verleihen Sie Ihrem Unternehmen mit dem kostengünstigen und zuverlässigen HP ProDesk 400 SFF eine solide Grundlage, auf der es wachsen kann. Der HP ProDesk 400 wurde mit grundlegenden Sicherheits- und Verwaltungsfunktionen konzipiert, die das Unternehmenswachstum unterstützen. Die neuen Intel® Core™ Prozessoren der 6. Generation sorgen für hervorragende Verarbeitungsleistung mit Intel® HD-Grafikkarte 530. Der verfügbare DDR4-Speicher trägt zur Erfüllung der modernen Unternehmensanforderungen bei. HP BIOSphere und HP Client Security erhöhen die Sicherheit und halten geschäftskritische Daten und Systeme mit individuell anpassbarer Authentifizierung und Kennwörtern auf BIOS-Ebene sicher unter Verschluss.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
124,29866591,124_29866591,HP ProDesk 400 G3,total_storage_capacity,500 GB,,,,,//icecat.de/en/p/hp/p5k01et/pcs-workstations-400+G3+MT-29866591.html,"Neue leistungsstarke Prozessoren Verleihen Sie Ihrem Unternehmen mit dem kostengünstigen und zuverlässigen HP ProDesk 400 SFF eine solide Grundlage, auf der es wachsen kann. Der HP ProDesk 400 wurde mit grundlegenden Sicherheits- und Verwaltungsfunktionen konzipiert, die das Unternehmenswachstum unterstützen. Die neuen Intel® Core™ Prozessoren der 6. Generation sorgen für hervorragende Verarbeitungsleistung mit Intel® HD-Grafikkarte 530. Der verfügbare DDR4-Speicher trägt zur Erfüllung der modernen Unternehmensanforderungen bei. HP BIOSphere und HP Client Security erhöhen die Sicherheit und halten geschäftskritische Daten und Systeme mit individuell anpassbarer Authentifizierung und Kennwörtern auf BIOS-Ebene sicher unter Verschluss.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
125,30703764,125_30703764,HP ProDesk 600 G2,processor_frequency,3.2 GHz,,,,,//icecat.de/en/p/hp/t6g01aw/pcs-workstations-600+G2-30703764.html,"Geschwindigkeit ist keine Hexerei. Profitieren Sie von Geschwindigkeit und Leistung während des ganzen Tages. Nutzen Sie die neueste Prozessortechnologie mit Intel® Core™-Prozessoren der 6. Generation und Intel® HD-Grafikkarten 530. Profitieren Sie von Geschwindigkeit und Leistung während des ganzen Tages. Nutzen Sie die neueste Prozessortechnologie mit Intel® Core™-Prozessoren der 6. Generation und Intel® HD-Grafikkarten 530. HP ProDesks wurden mit strikten Vorgaben auf Zuverlässigkeit getestet. Beim HP Total Test Process wird die Leistung von PCs während einer Dauer von 120.000 Stunden getestet, um sicherzustellen, dass unsere Geräte Sie an Ihrem Arbeitstag nicht im Stich lassen.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
125,30350012,125_30350012,HP ProDesk 600 G2,processor_frequency,3.7 GHz,,,,,//icecat.de/en/p/hp/t4j52ea/pcs-workstations-600+G2+SFF-30350012.html,"Geschwindigkeit ist keine Hexerei. Profitieren Sie von Geschwindigkeit und Leistung während des ganzen Tages. Nutzen Sie die neueste Prozessortechnologie mit Intel® Core™-Prozessoren der 6. Generation und Intel® HD-Grafikkarten 530. Profitieren Sie von Geschwindigkeit und Leistung während des ganzen Tages. Nutzen Sie die neueste Prozessortechnologie mit Intel® Core™-Prozessoren der 6. Generation und Intel® HD-Grafikkarten 530. HP ProDesks wurden mit strikten Vorgaben auf Zuverlässigkeit getestet. Beim HP Total Test Process wird die Leistung von PCs während einer Dauer von 120.000 Stunden getestet, um sicherzustellen, dass unsere Geräte Sie an Ihrem Arbeitstag nicht im Stich lassen.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
126,24722439,126_24722439,HP Z 440,processor_frequency,3 GHz,,,,,//icecat.de/en/p/hp/g1x60ea/pcs-workstations-440+MT-24722439.html,"Aufgaben sind schnell erledigt Erledigen Sie Ihre Aufgaben noch schneller. Erzielen Sie eine hohe Rechenleistung dank einer Personal Workstation mit nur einem Prozessor, der bis zu 8 Prozessorkerne unterstützt. Ergänzen Sie Grafik- und Leistungsmerkmale wie optionales Thunderbolt™ 21, ein HP Z Turbo Drive2 und HP Remote Graphics Software2 und profitieren Sie von einer erstklassigen Workstation-Leistung, mit der Sie schneller arbeiten können.  Bieten Sie Ihrem Business mehr Leistung, Erweiterbarkeit und kompromisslose Zuverlässigkeit in einem Komplettpaket. Eine perfekte Kombination aus Funktionen der HP Z Modellreihe in einem Performance-Workstation-Paket mit bis zu acht separaten Prozessorkernen, bis zu 128 GB RAM sowie mehreren Speicher- und PCIe-Konfigurationsoptionen.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
126,30407844,126_30407844,HP Z 440,processor_frequency,3.5 GHz,,,,,//icecat.de/en/p/hp/j9b88ea/pcs-workstations-440+MT-30407844.html,"Aufgaben sind schnell erledigt Erledigen Sie Ihre Aufgaben noch schneller. Erzielen Sie eine hohe Rechenleistung dank einer Personal Workstation mit nur einem Prozessor, der bis zu 8 Prozessorkerne unterstützt. Ergänzen Sie Grafik- und Leistungsmerkmale wie optionales Thunderbolt™ 21, ein HP Z Turbo Drive2 und HP Remote Graphics Software2 und profitieren Sie von einer erstklassigen Workstation-Leistung, mit der Sie schneller arbeiten können.  Bieten Sie Ihrem Business mehr Leistung, Erweiterbarkeit und kompromisslose Zuverlässigkeit in einem Komplettpaket. Eine perfekte Kombination aus Funktionen der HP Z Modellreihe in einem Performance-Workstation-Paket mit bis zu acht separaten Prozessorkernen, bis zu 128 GB RAM sowie mehreren Speicher- und PCIe-Konfigurationsoptionen.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
126,26280142,126_26280142,HP Z 440,processor_frequency,2.8 GHz,,,,,//icecat.de/en/p/hp/j9b45ea/pcs-workstations-Z440-26280142.html,"Aufgaben sind schnell erledigt Erledigen Sie Ihre Aufgaben noch schneller. Erzielen Sie eine hohe Rechenleistung dank einer Personal Workstation mit nur einem Prozessor, der bis zu 8 Prozessorkerne unterstützt. Ergänzen Sie Grafik- und Leistungsmerkmale wie optionales Thunderbolt™ 21, ein HP Z Turbo Drive2 und HP Remote Graphics Software2 und profitieren Sie von einer erstklassigen Workstation-Leistung, mit der Sie schneller arbeiten können.  Bieten Sie Ihrem Business mehr Leistung, Erweiterbarkeit und kompromisslose Zuverlässigkeit in einem Komplettpaket. Eine perfekte Kombination aus Funktionen der HP Z Modellreihe in einem Performance-Workstation-Paket mit bis zu acht separaten Prozessorkernen, bis zu 128 GB RAM sowie mehreren Speicher- und PCIe-Konfigurationsoptionen.",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
127,22828284,127_22828284,HP Z 620,total_storage_capacity,240 GB,,,,,//icecat.de/en/p/hp/bwm678ea10-aby/pcs-workstations-620-22828284.html,"Optionales Flex Modul Das innovative Flex Modul ermöglicht die flexible Konfiguration der E/A-Anschlüsse. Nutzen Sie einfach, was Sie benötigen. Die beiden 5,25-Zoll-Schächte nehmen verschiedene Komponenten auf, zum Beispiel ein ultraflaches optisches Laufwerk, einen 29-in-1-Kartenleser, Firewire und eSATA. Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert). Der Flex Connector ist eine Mezzanine-Karte, die ins Motherboard passt und erweiterte Speicherkapazität und E/A-Optionen bereitstellt, ohne dass hierfür der PCI-Anschluss an der Rückseite verwendet werden muss. Er unterstützt eine Advanced RAID-Lösung mit SATA/SAS/PCIe. Die ThinkStation P900 umfasst zwei Anschlussmöglichkeiten (mit jeder CPU aktiviert).",1,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",,
